name;location;category;subCategory;unit;type;ubp06;ipcc2007;metaData
operation, lorry >28t, empty, fleet average;CH;transport systems;road;vkm;Technosphere;817,68000 ;0,82000 ;Fuel consumption is included. Direct airborne emissions of gaseous substances, particulate matters and heavy metals are accounted for. Particulate emissions comprise exhaust- and abrasions emissions.  Heavy metal emissions to soil and water caused by tyre abrision are included as well.
operation, lorry >28t, full, fleet average;CH;transport systems;road;vkm;Technosphere;1265,00000 ;1,34000 ;Fuel consumption is included. Direct airborne emissions of gaseous substances, particulate matters and heavy metals are accounted for. Particulate emissions comprise exhaust- and abrasions emissions.  Heavy metal emissions to soil and water caused by tyre abrision are included as well.
operation, maintenance, road;CH;transport systems;road;ma;Technosphere;21404,00000 ;;The inventory includes processes such as: de icing with salt, marking of lines and weed control. Energy consumption for lighting of roads and tunnels and ventilation of tunnels has been estimated. Further more, land occupation and transformation are included.
operation, passenger car;CH;transport systems;road;km;Technosphere;227,72000 ;0,26000 ;Fuel consumption is included. Direct airborne emissions of gaseous substances, particulate matters and heavy metals are accounted for. Particulate emissions comprise exhaust- and abrasions emissions. Hydrocarbon emissions include evaporation. Heavy metal emissions to soil and water caused by tyre abrasion are included.
operation, passenger car;RER;transport systems;road;km;Technosphere;271,38000 ;0,24000 ;Fuel consumption is included. Direct airborne emissions of gaseous substances, particulate matters and heavy metals are accounted for. Particulate emissions comprise exhaust- and abrasions emissions. Hydrocarbon emissions include evaporation. Heavy metal emissions to soil and water caused by tyre abrasion are included.
operation, van < 3,5t;CH;transport systems;road;km;Technosphere;329,53000 ;0,33000 ;Fuel consumption is included. Direct airborne emissions of gaseous substances, particulate matters and heavy metals are accounted for. Particulate emissions comprise exhaust- and abrasions emissions.  Heavy metal emissions to soil and water caused by tyre abrasion are included.
passenger car;RER;transport systems;road;unit;Technosphere;6671200,00000 ;;The inventory includes  processes of  material, energy and water use in vehicle manufacturing. Rail and road transport of materials is accounted for. Plant infrastructure is included, addressing issues such as land use, building, road and parking construction.
road;CH;transport systems;road;ma;Technosphere;17259,00000 ;;The inventory includes processes for the supply of used materials such as gravel, bitumen and concrete.  NMVOC emissions from bitumen and particle emissions due to construction are included. Also transport of materials to the constructions site has been taken into account.
road vehicle plant;RER;transport systems;road;unit;Technosphere;446500000000,00000 ;;The inventory includes construction of buildings, roads and parking on the manufacturing site. Also, land occupation and transformation are accounted for. Furthermore, the disopsal of material and enregy expenditures due to disposal activities are included. 
roads, company, internal;CH;transport systems;road;m²a;Technosphere;2369,70000 ;;Inventory for construction and operation of the traffic area (roads and parking) on company sites.  The inventory includes processes for the supply of used materials such as gravel and bitumen . NMVOC emissions from bitumen are included. Transport of materials to the constructions site has been taken into account. Also, de-icing with sodium chlorid is accounted for. Energy cosumption due to lighting is excluded as well as weed control and marking.
transport, lorry 3.5-20t, fleet average;CH;transport systems;road;tkm;Technosphere;315,61000 ;0,23000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, lorry 3.5-16t, fleet average;RER;transport systems;road;tkm;Technosphere;290,38000 ;0,28000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, lorry 20-28t, fleet average;CH;transport systems;road;tkm;Technosphere;214,83000 ;0,16000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, lorry >16t, fleet average;RER;transport systems;road;tkm;Technosphere;147,20000 ;0,10000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, lorry >28t, fleet average;CH;transport systems;road;tkm;Technosphere;149,93000 ;0,11000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, passenger car;RER;transport systems;road;pkm;Technosphere;225,01000 ;0,15000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, passenger car;CH;transport systems;road;pkm;Technosphere;197,46000 ;0,16000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, van <3.5t;RER;transport systems;road;tkm;Technosphere;1889,30000 ;1,49000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
transport, van <3.5t;CH;transport systems;road;tkm;Technosphere;1717,00000 ;1,23000 ;operation of vehicle, production, maintenance and disposal of vehicles, construction and maintenance and disposal of road.
van <3.5t;RER;transport systems;road;unit;Technosphere;11882000,00000 ;;The inventory includes  processes of  material, energy and water use in vehicle manufacturing. Rail and road transport of materials is accounted for. Plant infrastructure is included, addressing issues such as land use, building, road and parking construction.
barge;RER;transport systems;ship;unit;Technosphere;1322600000,00000 ;;This inventory calls processes of material production, representing the material composition of an average water vehicle used for solid goods transportation. For manufacturing, electricity and heavy oil burned in industrial furnace are included. For the transportation of materials standandard distance are applied. Also, waste treatment processes for non metal components of a water vehicle are accounted for.
barge tanker;RER;transport systems;ship;unit;Technosphere;1586900000,00000 ;;This inventory calls processes of material production, representing the material composition of an average water vehicle used for solid goods transportation. For manufacturing, electricity and heavy oil burned in industrial furnace are included. For the transportation of materials standandard distance are applied. Also, waste treatment processes for non metal components of a water vehicle are accounted for.
canal;RER;transport systems;ship;ma;Technosphere;58372,00000 ;;This inventory comprises the construction canals in Germany. The inventory calls processes of material production, representing the material used in the construction phase of the canal.  Also lorry transport of materials to and from the constructions site has been taken into account. Expenditures due to disposal are excluded. Also expenditures for the construction of bridges are excluded.
maintenance, barge;RER;transport systems;ship;unit;Technosphere;490370000,00000 ;;This inventory includes the use of paint and emissions of the solvent of the paint as NMVOC. Consumption of lubricates are excluded.
maintenance, operation, canal;RER;transport systems;ship;ma;Technosphere;6249,90000 ;;This inventory includes the electricity consumption due to the operation of watergates. Land occupation and transformation are taken into account. 
maintenance, transoceanic freight ship;RER;transport systems;ship;unit;Technosphere;742910000,00000 ;;This inventory includes the use of paint and emissions of the solvent of the paint as NMVOC. Consumption of lubricates are excluded.
